Timestamp,Dataset,p,Final_Critical_k,Speedup_At_k,Ratio,Steps,Samples,Run_ID
2026-02-02 15:27:33,Residential,25,13,0.04892968737855022,0.9976264064909155,260,50,2
2026-02-02 15:27:34,Residential,27,14,0.052130190349869675,0.9969230263520348,280,50,2
2026-02-02 15:27:34,Residential,30,15,0.06078499595190461,0.9990102398500891,300,50,2
2026-02-02 15:27:35,Residential,33,17,0.06620591581342435,0.9967893791904295,340,50,2
2026-02-02 15:27:36,Residential,35,18,0.0711888115664941,0.9973211244773347,360,50,2
2026-02-02 15:27:37,Residential,38,29,0.07931404603034065,0.9999307114113205,580,50,2
2026-02-02 15:27:38,Residential,41,31,0.08780870977206434,1.0000570753921119,620,50,2
2026-02-02 15:27:39,Residential,43,22,0.09313364836197263,0.9996225055822888,440,50,2
2026-02-02 15:27:41,Residential,46,35,0.10299260309735227,0.999897455435196,700,50,2
2026-02-02 15:27:42,Residential,49,37,0.11468392682844528,1.0000182040130217,740,50,2
2026-02-02 15:27:44,Residential,51,39,0.11786897823544909,0.9999496950872602,780,50,2
2026-02-02 15:27:45,Residential,54,27,0.12915077033511904,0.9988619375897827,540,50,2
2026-02-02 15:27:47,Residential,57,57,0.14427964689156098,0.9999999999280308,1000,50,2
2026-02-02 15:27:49,Residential,59,30,0.18446742913692746,0.9996063606120102,600,50,2
2026-02-02 15:27:51,Residential,62,61,0.17899405922328201,0.9999998893616033,1000,50,2
2026-02-02 15:27:53,Residential,65,65,0.20004922581998255,0.9999999961038303,1000,50,2
2026-02-02 15:27:55,Residential,68,68,0.22888615929370415,1.000000000347242,1000,50,2
2026-02-02 15:27:57,Residential,70,69,0.2503167877208068,0.9999999948733119,1000,50,2
2026-02-02 15:28:00,Residential,73,73,0.27338652278062214,0.9999998548952337,1000,50,2
2026-02-02 15:28:02,Residential,76,75,0.3061565701193482,0.9999997339333084,1000,50,2
2026-02-02 15:28:05,Residential,78,78,0.32954462326261885,1.0000005671931627,1000,50,2
2026-02-02 15:28:08,Residential,81,80,0.36332962730217044,0.9999991331677772,1000,50,2
2026-02-02 15:28:10,Residential,84,84,0.4065054392615124,0.9999998657497958,1000,50,2
2026-02-02 15:28:13,Residential,86,86,0.4185839189736495,0.9999989118399267,1000,50,2
2026-02-02 15:28:16,Residential,89,87,0.4764570765696949,0.9999978413352821,1000,50,2
2026-02-02 15:28:19,Residential,92,92,0.5321795745085304,0.99999939269784,1000,50,2
2026-02-02 15:28:23,Residential,94,94,0.5612505681235924,0.999999390437737,1000,50,2
2026-02-02 15:28:26,Residential,97,96,0.6099149036549365,1.000000857900825,1000,50,2
2026-02-02 15:28:29,Residential,100,100,0.6610901517869917,1.0000008890473981,1000,50,2
2026-02-02 15:28:33,Residential,103,103,0.7136940088525666,0.999999627113975,1000,50,2
