Timestamp,Dataset,p,Critical_k,Speedup_At_k,Ratio
2026-04-12 17:28:56,Synthetic_high_corr_p25,25,13,0.0633,0.9999
2026-04-12 17:28:56,Synthetic_high_corr_p25,25,19,0.0447,1.0000
2026-04-12 17:28:56,Synthetic_high_corr_p25,25,22,0.0427,1.0000
2026-04-12 17:28:56,Synthetic_high_corr_p25,25,24,0.0404,1.0000
2026-04-12 17:28:56,Synthetic_high_corr_p25,25,25,0.0388,1.0000
2026-04-12 17:28:57,Synthetic_high_corr_p32,32,16,0.0515,0.9998
2026-04-12 17:28:57,Synthetic_high_corr_p32,32,24,0.1047,1.0000
2026-04-12 17:28:57,Synthetic_high_corr_p32,32,28,0.0610,1.0000
2026-04-12 17:28:57,Synthetic_high_corr_p32,32,30,0.0590,1.0000
2026-04-12 17:28:57,Synthetic_high_corr_p32,32,31,0.0568,1.0000
2026-04-12 17:28:57,Synthetic_high_corr_p32,32,32,0.0552,1.0000
2026-04-12 17:28:57,Synthetic_high_corr_p40,40,20,0.0866,0.9998
2026-04-12 17:28:58,Synthetic_high_corr_p40,40,30,0.0857,1.0001
2026-04-12 17:28:58,Synthetic_high_corr_p40,40,35,0.0813,1.0000
2026-04-12 17:28:58,Synthetic_high_corr_p40,40,38,0.0781,0.9999
2026-04-12 17:28:58,Synthetic_high_corr_p40,40,39,0.0775,1.0000
2026-04-12 17:28:58,Synthetic_high_corr_p40,40,40,0.0765,1.0000
2026-04-12 17:28:58,Synthetic_high_corr_p48,48,24,0.1113,0.9997
2026-04-12 17:28:59,Synthetic_high_corr_p48,48,36,0.1123,1.0000
2026-04-12 17:28:59,Synthetic_high_corr_p48,48,42,0.1076,1.0000
2026-04-12 17:28:59,Synthetic_high_corr_p48,48,45,0.1049,1.0000
2026-04-12 17:28:59,Synthetic_high_corr_p48,48,47,0.1003,1.0000
2026-04-12 17:29:00,Synthetic_high_corr_p48,48,48,0.0997,1.0000
2026-04-12 17:29:00,Synthetic_high_corr_p56,56,28,0.1394,0.9998
2026-04-12 17:29:00,Synthetic_high_corr_p56,56,42,0.1398,0.9999
2026-04-12 17:29:00,Synthetic_high_corr_p56,56,49,0.1358,1.0000
2026-04-12 17:29:01,Synthetic_high_corr_p56,56,53,0.1374,1.0000
2026-04-12 17:29:01,Synthetic_high_corr_p56,56,55,0.1391,1.0000
2026-04-12 17:29:01,Synthetic_high_corr_p56,56,56,0.1389,1.0000
2026-04-12 17:29:02,Synthetic_high_corr_p63,63,32,0.1625,0.9999
2026-04-12 17:29:02,Synthetic_high_corr_p63,63,48,0.1668,1.0000
2026-04-12 17:29:02,Synthetic_high_corr_p63,63,56,0.1810,1.0000
2026-04-12 17:29:02,Synthetic_high_corr_p63,63,60,0.1866,1.0000
2026-04-12 17:29:03,Synthetic_high_corr_p63,63,62,0.1885,1.0000
2026-04-12 17:29:03,Synthetic_high_corr_p63,63,63,0.1961,1.0000
2026-04-12 17:29:03,Synthetic_high_corr_p71,71,36,0.1944,0.9998
2026-04-12 17:29:04,Synthetic_high_corr_p71,71,54,0.2175,0.9999
2026-04-12 17:29:04,Synthetic_high_corr_p71,71,63,0.2429,1.0000
2026-04-12 17:29:04,Synthetic_high_corr_p71,71,67,0.2513,1.0000
2026-04-12 17:29:05,Synthetic_high_corr_p71,71,69,0.2539,1.0000
2026-04-12 17:29:05,Synthetic_high_corr_p71,71,70,0.2561,1.0000
2026-04-12 17:29:05,Synthetic_high_corr_p71,71,71,0.2584,1.0000
2026-04-12 17:29:06,Synthetic_high_corr_p79,79,40,0.2227,0.9999
2026-04-12 17:29:06,Synthetic_high_corr_p79,79,60,0.2845,1.0000
2026-04-12 17:29:06,Synthetic_high_corr_p79,79,70,0.3208,1.0000
2026-04-12 17:29:07,Synthetic_high_corr_p79,79,75,0.3360,1.0000
2026-04-12 17:29:07,Synthetic_high_corr_p79,79,77,0.3374,1.0000
2026-04-12 17:29:08,Synthetic_high_corr_p79,79,78,0.3424,1.0000
2026-04-12 17:29:08,Synthetic_high_corr_p79,79,79,0.3439,1.0000
2026-04-12 17:29:08,Synthetic_high_corr_p87,87,44,0.2309,0.9999
2026-04-12 17:29:09,Synthetic_high_corr_p87,87,66,0.3596,1.0000
2026-04-12 17:29:09,Synthetic_high_corr_p87,87,77,0.4184,1.0000
2026-04-12 17:29:10,Synthetic_high_corr_p87,87,82,0.4333,1.0000
2026-04-12 17:29:10,Synthetic_high_corr_p87,87,85,0.4355,1.0000
2026-04-12 17:29:10,Synthetic_high_corr_p87,87,86,0.4372,1.0000
2026-04-12 17:29:11,Synthetic_high_corr_p87,87,87,0.4368,1.0000
2026-04-12 17:29:11,Synthetic_high_corr_p94,94,47,0.2790,0.9999
2026-04-12 17:29:12,Synthetic_high_corr_p94,94,71,0.4470,1.0000
2026-04-12 17:29:12,Synthetic_high_corr_p94,94,83,0.5146,1.0000
2026-04-12 17:29:13,Synthetic_high_corr_p94,94,89,0.5332,1.0000
2026-04-12 17:29:13,Synthetic_high_corr_p94,94,92,0.5503,1.0000
2026-04-12 17:29:14,Synthetic_high_corr_p94,94,93,0.5406,1.0000
2026-04-12 17:29:14,Synthetic_high_corr_p94,94,94,0.5491,1.0000
2026-04-12 17:29:15,Synthetic_high_corr_p102,102,51,0.3275,0.9999
2026-04-12 17:29:15,Synthetic_high_corr_p102,102,77,0.5700,1.0000
2026-04-12 17:29:16,Synthetic_high_corr_p102,102,90,0.6226,0.9999
2026-04-12 17:29:16,Synthetic_high_corr_p102,102,96,0.6841,1.0000
2026-04-12 17:29:17,Synthetic_high_corr_p102,102,99,0.6808,1.0000
2026-04-12 17:29:17,Synthetic_high_corr_p102,102,101,0.6885,1.0000
2026-04-12 17:29:18,Synthetic_high_corr_p102,102,102,0.6895,1.0000
2026-04-12 17:29:18,Synthetic_high_corr_p110,110,55,0.3948,0.9999
2026-04-12 17:29:19,Synthetic_high_corr_p110,110,83,0.7029,1.0000
2026-04-12 17:29:19,Synthetic_high_corr_p110,110,97,0.8154,1.0000
2026-04-12 17:29:20,Synthetic_high_corr_p110,110,104,0.8520,1.0000
2026-04-12 17:29:20,Synthetic_high_corr_p110,110,107,0.8574,1.0000
2026-04-12 17:29:21,Synthetic_high_corr_p110,110,109,0.8648,1.0000
2026-04-12 17:29:22,Synthetic_high_corr_p110,110,110,0.8681,1.0000
2026-04-12 17:29:22,Synthetic_high_corr_p118,118,59,0.4638,0.9998
2026-04-12 17:29:23,Synthetic_high_corr_p118,118,89,0.8374,1.0000
2026-04-12 17:29:23,Synthetic_high_corr_p118,118,104,1.0552,1.0000
2026-04-12 17:29:24,Synthetic_high_corr_p118,118,96,0.8955,1.0000
2026-04-12 17:29:25,Synthetic_high_corr_p118,118,100,0.9513,1.0000
2026-04-12 17:29:25,Synthetic_high_corr_p125,125,63,0.5406,0.9999
2026-04-12 17:29:26,Synthetic_high_corr_p125,125,94,0.9184,0.9999
2026-04-12 17:29:27,Synthetic_high_corr_p125,125,110,1.1698,1.0000
2026-04-12 17:29:27,Synthetic_high_corr_p125,125,102,1.0866,0.9999
2026-04-12 17:29:28,Synthetic_high_corr_p125,125,98,1.0476,1.0000
2026-04-12 17:29:29,Synthetic_high_corr_p133,133,67,0.6280,0.9999
2026-04-12 17:29:30,Synthetic_high_corr_p133,133,100,1.1595,1.0000
2026-04-12 17:29:30,Synthetic_high_corr_p133,133,83,0.7956,1.0000
2026-04-12 17:29:31,Synthetic_high_corr_p133,133,91,1.0851,1.0000
2026-04-12 17:29:32,Synthetic_high_corr_p133,133,87,0.9737,1.0000
2026-04-12 17:29:32,Synthetic_high_corr_p141,141,71,0.7261,0.9999
2026-04-12 17:29:33,Synthetic_high_corr_p141,141,106,1.3433,0.9999
2026-04-12 17:29:34,Synthetic_high_corr_p141,141,88,1.0392,0.9999
2026-04-12 17:29:35,Synthetic_high_corr_p149,149,75,0.8448,0.9999
2026-04-12 17:29:36,Synthetic_high_corr_p149,149,112,1.5831,0.9999
2026-04-12 17:29:37,Synthetic_high_corr_p149,149,93,1.2088,0.9999
2026-04-12 17:29:37,Synthetic_high_corr_p149,149,84,1.0321,0.9999
2026-04-12 17:29:38,Synthetic_high_corr_p156,156,78,0.9346,0.9999
2026-04-12 17:29:39,Synthetic_high_corr_p156,156,117,1.8448,1.0000
2026-04-12 17:29:40,Synthetic_high_corr_p156,156,97,1.3581,1.0000
2026-04-12 17:29:41,Synthetic_high_corr_p156,156,87,1.1709,1.0000
2026-04-12 17:29:42,Synthetic_high_corr_p156,156,82,1.0815,0.9999
2026-04-12 17:29:43,Synthetic_high_corr_p156,156,80,1.0287,1.0000
2026-04-12 17:29:44,Synthetic_high_corr_p164,164,82,1.0450,0.9999
2026-04-12 17:29:44,Synthetic_high_corr_p172,172,86,1.2505,0.9999
2026-04-12 17:29:45,Synthetic_high_corr_p172,172,43,0.4236,0.9996
2026-04-12 17:29:46,Synthetic_high_corr_p172,172,64,0.7177,0.9998
2026-04-12 17:29:47,Synthetic_high_corr_p172,172,75,1.0077,0.9998
2026-04-12 17:29:48,Synthetic_high_corr_p180,180,90,1.3768,0.9999
2026-04-12 17:29:48,Synthetic_high_corr_p180,180,45,0.4779,0.9996
2026-04-12 17:29:49,Synthetic_high_corr_p180,180,67,0.8170,0.9999
2026-04-12 17:29:50,Synthetic_high_corr_p180,180,78,1.0585,0.9999
2026-04-12 17:29:51,Synthetic_high_corr_p180,180,72,0.9104,0.9999
2026-04-12 17:29:52,Synthetic_high_corr_p180,180,75,1.0135,0.9999
2026-04-12 17:29:53,Synthetic_high_corr_p187,187,94,1.5543,0.9999
2026-04-12 17:29:53,Synthetic_high_corr_p187,187,47,0.4734,0.9997
2026-04-12 17:29:54,Synthetic_high_corr_p187,187,70,0.8953,0.9998
2026-04-12 17:29:55,Synthetic_high_corr_p187,187,82,1.2143,0.9998
2026-04-12 17:29:56,Synthetic_high_corr_p187,187,76,1.0407,0.9998
2026-04-12 17:29:57,Synthetic_high_corr_p195,195,98,1.6961,0.9999
2026-04-12 17:29:58,Synthetic_high_corr_p195,195,49,0.4936,0.9997
2026-04-12 17:29:59,Synthetic_high_corr_p195,195,73,0.9970,0.9998
2026-04-12 17:30:00,Synthetic_high_corr_p203,203,102,1.9030,0.9999
2026-04-12 17:30:01,Synthetic_high_corr_p203,203,51,0.5274,0.9997
2026-04-12 17:30:02,Synthetic_high_corr_p203,203,76,1.1016,0.9998
2026-04-12 17:30:03,Synthetic_high_corr_p203,203,63,0.7456,0.9998
2026-04-12 17:30:04,Synthetic_high_corr_p203,203,69,0.9079,0.9999
2026-04-12 17:30:05,Synthetic_high_corr_p203,203,72,0.9807,0.9999
2026-04-12 17:30:06,Synthetic_high_corr_p211,211,106,2.0990,0.9999
2026-04-12 17:30:07,Synthetic_high_corr_p211,211,53,0.5724,0.9997
2026-04-12 17:30:08,Synthetic_high_corr_p211,211,79,1.2166,0.9998
2026-04-12 17:30:09,Synthetic_high_corr_p211,211,66,0.8462,0.9997
2026-04-12 17:30:10,Synthetic_high_corr_p211,211,72,1.0063,0.9998
2026-04-12 17:30:11,Synthetic_high_corr_p218,218,109,2.2088,0.9999
2026-04-12 17:30:12,Synthetic_high_corr_p218,218,54,0.6083,0.9998
2026-04-12 17:30:13,Synthetic_high_corr_p218,218,81,1.2867,0.9999
2026-04-12 17:30:14,Synthetic_high_corr_p218,218,67,0.8903,0.9998
2026-04-12 17:30:15,Synthetic_high_corr_p218,218,74,1.0954,0.9999
2026-04-12 17:30:16,Synthetic_high_corr_p218,218,70,0.9775,0.9998
2026-04-12 17:30:18,Synthetic_high_corr_p226,226,113,2.4824,1.0000
2026-04-12 17:30:19,Synthetic_high_corr_p226,226,56,0.6443,0.9997
2026-04-12 17:30:20,Synthetic_high_corr_p226,226,84,1.4134,0.9998
2026-04-12 17:30:21,Synthetic_high_corr_p226,226,70,0.9815,0.9997
2026-04-12 17:30:23,Synthetic_high_corr_p234,234,117,2.6329,0.9999
2026-04-12 17:30:24,Synthetic_high_corr_p234,234,58,0.6972,0.9997
2026-04-12 17:30:26,Synthetic_high_corr_p234,234,87,1.5037,0.9999
2026-04-12 17:30:27,Synthetic_high_corr_p234,234,72,1.0675,0.9998
2026-04-12 17:30:28,Synthetic_high_corr_p234,234,65,0.8481,0.9998
2026-04-12 17:30:29,Synthetic_high_corr_p234,234,68,0.9252,0.9997
2026-04-12 17:30:30,Synthetic_high_corr_p234,234,70,0.9682,0.9997
2026-04-12 17:30:32,Synthetic_high_corr_p242,242,121,2.9258,0.9999
2026-04-12 17:30:33,Synthetic_high_corr_p242,242,60,0.7408,0.9996
2026-04-12 17:30:34,Synthetic_high_corr_p242,242,90,1.6569,0.9999
2026-04-12 17:30:36,Synthetic_high_corr_p242,242,75,1.1205,0.9998
2026-04-12 17:30:37,Synthetic_high_corr_p242,242,67,0.9053,0.9997
2026-04-12 17:30:38,Synthetic_high_corr_p242,242,71,0.9883,0.9997
2026-04-12 17:30:40,Synthetic_high_corr_p250,250,125,3.2021,0.9999
2026-04-12 17:30:41,Synthetic_high_corr_p250,250,62,0.7923,0.9997
2026-04-12 17:30:43,Synthetic_high_corr_p250,250,93,1.7872,0.9999
2026-04-12 17:30:44,Synthetic_high_corr_p250,250,77,1.2122,0.9998
2026-04-12 17:30:45,Synthetic_high_corr_p250,250,69,0.9591,0.9997
2026-04-12 17:30:45,Synthetic_high_corr_p25,25,13,0.0503,0.9997
2026-04-12 17:30:45,Synthetic_high_corr_p25,25,19,0.0452,1.0000
2026-04-12 17:30:45,Synthetic_high_corr_p25,25,22,0.0422,1.0000
2026-04-12 17:30:45,Synthetic_high_corr_p25,25,24,0.0401,1.0000
2026-04-12 17:30:46,Synthetic_high_corr_p25,25,25,0.0393,1.0000
2026-04-12 17:30:46,Synthetic_high_corr_p32,32,16,0.0652,0.9996
2026-04-12 17:30:46,Synthetic_high_corr_p32,32,24,0.0643,1.0000
2026-04-12 17:30:46,Synthetic_high_corr_p32,32,28,0.0603,1.0000
2026-04-12 17:30:46,Synthetic_high_corr_p32,32,30,0.0580,1.0000
2026-04-12 17:30:46,Synthetic_high_corr_p32,32,31,0.0568,1.0000
2026-04-12 17:30:46,Synthetic_high_corr_p32,32,32,0.0561,1.0000
2026-04-12 17:30:47,Synthetic_high_corr_p40,40,20,0.0869,0.9998
2026-04-12 17:30:47,Synthetic_high_corr_p40,40,30,0.0867,1.0000
2026-04-12 17:30:47,Synthetic_high_corr_p40,40,35,0.0843,0.9999
2026-04-12 17:30:47,Synthetic_high_corr_p40,40,38,0.0784,1.0000
2026-04-12 17:30:47,Synthetic_high_corr_p40,40,39,0.0760,1.0000
2026-04-12 17:30:47,Synthetic_high_corr_p40,40,40,0.0753,1.0000
2026-04-12 17:30:48,Synthetic_high_corr_p48,48,24,0.1114,0.9998
2026-04-12 17:30:48,Synthetic_high_corr_p48,48,36,0.1139,1.0000
2026-04-12 17:30:48,Synthetic_high_corr_p48,48,42,0.1082,1.0000
2026-04-12 17:30:48,Synthetic_high_corr_p48,48,45,0.1070,1.0000
2026-04-12 17:30:49,Synthetic_high_corr_p48,48,47,0.1004,1.0000
2026-04-12 17:30:49,Synthetic_high_corr_p48,48,48,0.0991,1.0000
2026-04-12 17:30:49,Synthetic_high_corr_p56,56,28,0.1382,0.9998
2026-04-12 17:30:49,Synthetic_high_corr_p56,56,42,0.1417,0.9999
2026-04-12 17:30:50,Synthetic_high_corr_p56,56,49,0.1368,1.0000
2026-04-12 17:30:50,Synthetic_high_corr_p56,56,53,0.1354,1.0000
2026-04-12 17:30:50,Synthetic_high_corr_p56,56,55,0.1408,1.0000
2026-04-12 17:30:50,Synthetic_high_corr_p56,56,56,0.1404,1.0000
2026-04-12 17:30:51,Synthetic_high_corr_p63,63,32,0.1632,0.9999
2026-04-12 17:30:51,Synthetic_high_corr_p63,63,48,0.1721,1.0000
2026-04-12 17:30:51,Synthetic_high_corr_p63,63,56,0.1820,1.0000
2026-04-12 17:30:52,Synthetic_high_corr_p63,63,60,0.1866,1.0000
2026-04-12 17:30:52,Synthetic_high_corr_p63,63,62,0.1881,1.0000
2026-04-12 17:30:52,Synthetic_high_corr_p63,63,63,0.1925,1.0000
2026-04-12 17:30:52,Synthetic_high_corr_p71,71,36,0.1917,0.9998
2026-04-12 17:30:53,Synthetic_high_corr_p71,71,54,0.2191,1.0000
2026-04-12 17:30:53,Synthetic_high_corr_p71,71,63,0.2402,1.0001
2026-04-12 17:30:53,Synthetic_high_corr_p71,71,67,0.2556,1.0000
2026-04-12 17:30:54,Synthetic_high_corr_p71,71,69,0.2543,1.0000
2026-04-12 17:30:54,Synthetic_high_corr_p71,71,70,0.2581,1.0000
2026-04-12 17:30:55,Synthetic_high_corr_p71,71,71,0.2566,1.0000
2026-04-12 17:30:55,Synthetic_high_corr_p79,79,40,0.2222,0.9999
2026-04-12 17:30:55,Synthetic_high_corr_p79,79,60,0.2856,1.0000
2026-04-12 17:30:56,Synthetic_high_corr_p79,79,70,0.3257,1.0000
2026-04-12 17:30:56,Synthetic_high_corr_p79,79,75,0.3398,1.0000
2026-04-12 17:30:56,Synthetic_high_corr_p79,79,77,0.3354,1.0000
2026-04-12 17:30:57,Synthetic_high_corr_p79,79,78,0.3418,1.0000
2026-04-12 17:30:57,Synthetic_high_corr_p79,79,79,0.3464,1.0000
2026-04-12 17:30:57,Synthetic_high_corr_p87,87,44,0.2459,1.0000
2026-04-12 17:30:58,Synthetic_high_corr_p87,87,66,0.3683,1.0000
2026-04-12 17:30:58,Synthetic_high_corr_p87,87,77,0.4151,1.0000
2026-04-12 17:30:59,Synthetic_high_corr_p87,87,82,0.4395,1.0000
2026-04-12 17:30:59,Synthetic_high_corr_p87,87,85,0.4410,1.0000
2026-04-12 17:31:00,Synthetic_high_corr_p87,87,86,0.4366,1.0000
2026-04-12 17:31:00,Synthetic_high_corr_p87,87,87,0.4334,1.0000
2026-04-12 17:31:00,Synthetic_high_corr_p94,94,47,0.2852,1.0000
2026-04-12 17:31:01,Synthetic_high_corr_p94,94,71,0.4476,0.9999
2026-04-12 17:31:01,Synthetic_high_corr_p94,94,83,0.5228,1.0000
2026-04-12 17:31:02,Synthetic_high_corr_p94,94,89,0.5351,1.0000
2026-04-12 17:31:02,Synthetic_high_corr_p94,94,92,0.5537,1.0000
2026-04-12 17:31:03,Synthetic_high_corr_p94,94,93,0.5505,1.0000
2026-04-12 17:31:03,Synthetic_high_corr_p94,94,94,0.5520,1.0000
2026-04-12 17:31:04,Synthetic_high_corr_p102,102,51,0.3269,0.9999
2026-04-12 17:31:04,Synthetic_high_corr_p102,102,77,0.5643,1.0000
2026-04-12 17:31:05,Synthetic_high_corr_p102,102,90,0.6550,1.0000
2026-04-12 17:31:05,Synthetic_high_corr_p102,102,96,0.6898,1.0000
2026-04-12 17:31:06,Synthetic_high_corr_p102,102,99,0.6897,1.0000
2026-04-12 17:31:06,Synthetic_high_corr_p102,102,101,0.6972,1.0000
2026-04-12 17:31:07,Synthetic_high_corr_p102,102,102,0.7026,1.0000
2026-04-12 17:31:07,Synthetic_high_corr_p110,110,55,0.3937,0.9999
2026-04-12 17:31:08,Synthetic_high_corr_p110,110,83,0.7094,1.0000
2026-04-12 17:31:08,Synthetic_high_corr_p110,110,97,0.8330,1.0000
2026-04-12 17:31:09,Synthetic_high_corr_p110,110,104,0.8405,1.0000
2026-04-12 17:31:09,Synthetic_high_corr_p110,110,107,0.8647,1.0000
2026-04-12 17:31:10,Synthetic_high_corr_p110,110,109,0.8747,1.0000
2026-04-12 17:31:11,Synthetic_high_corr_p110,110,110,0.8646,1.0000
2026-04-12 17:31:11,Synthetic_high_corr_p118,118,59,0.4602,0.9999
2026-04-12 17:31:12,Synthetic_high_corr_p118,118,89,0.8391,1.0000
2026-04-12 17:31:12,Synthetic_high_corr_p118,118,104,0.9728,1.0000
2026-04-12 17:31:13,Synthetic_high_corr_p125,125,63,0.5451,0.9999
2026-04-12 17:31:14,Synthetic_high_corr_p125,125,94,0.9966,1.0000
2026-04-12 17:31:14,Synthetic_high_corr_p133,133,67,0.6263,0.9999
2026-04-12 17:31:15,Synthetic_high_corr_p133,133,100,1.1479,1.0000
2026-04-12 17:31:16,Synthetic_high_corr_p133,133,83,0.9007,1.0000
2026-04-12 17:31:16,Synthetic_high_corr_p133,133,91,1.0217,1.0000
2026-04-12 17:31:17,Synthetic_high_corr_p141,141,71,0.7256,0.9999
2026-04-12 17:31:18,Synthetic_high_corr_p141,141,106,1.3576,0.9999
2026-04-12 17:31:19,Synthetic_high_corr_p141,141,88,1.0483,1.0000
2026-04-12 17:31:19,Synthetic_high_corr_p149,149,75,0.8502,0.9999
2026-04-12 17:31:20,Synthetic_high_corr_p149,149,112,1.6021,1.0000
2026-04-12 17:31:21,Synthetic_high_corr_p149,149,93,1.2020,1.0000
2026-04-12 17:31:22,Synthetic_high_corr_p149,149,84,1.0333,0.9999
2026-04-12 17:31:23,Synthetic_high_corr_p156,156,78,0.9674,0.9999
2026-04-12 17:31:24,Synthetic_high_corr_p164,164,82,1.0987,0.9999
2026-04-12 17:31:24,Synthetic_high_corr_p164,164,41,0.4153,0.9997
2026-04-12 17:31:25,Synthetic_high_corr_p164,164,61,0.6477,0.9997
2026-04-12 17:31:25,Synthetic_high_corr_p164,164,71,0.8493,0.9998
2026-04-12 17:31:26,Synthetic_high_corr_p164,164,76,0.9640,0.9999
2026-04-12 17:31:27,Synthetic_high_corr_p172,172,86,1.2536,0.9999
2026-04-12 17:31:28,Synthetic_high_corr_p172,172,43,0.4334,0.9996
2026-04-12 17:31:28,Synthetic_high_corr_p172,172,64,0.7178,0.9998
2026-04-12 17:31:29,Synthetic_high_corr_p172,172,75,0.9792,0.9999
2026-04-12 17:31:30,Synthetic_high_corr_p180,180,90,1.3913,0.9999
2026-04-12 17:31:31,Synthetic_high_corr_p180,180,45,0.4575,0.9997
2026-04-12 17:31:32,Synthetic_high_corr_p180,180,67,0.8065,0.9998
2026-04-12 17:31:32,Synthetic_high_corr_p180,180,78,1.0775,0.9999
2026-04-12 17:31:33,Synthetic_high_corr_p180,180,72,0.9290,0.9998
2026-04-12 17:31:34,Synthetic_high_corr_p180,180,75,0.9923,0.9998
2026-04-12 17:31:35,Synthetic_high_corr_p187,187,94,1.5368,0.9999
2026-04-12 17:31:36,Synthetic_high_corr_p187,187,47,0.4735,0.9995
2026-04-12 17:31:37,Synthetic_high_corr_p187,187,70,0.8923,0.9999
2026-04-12 17:31:38,Synthetic_high_corr_p187,187,82,1.2262,0.9999
2026-04-12 17:31:39,Synthetic_high_corr_p187,187,76,1.0519,0.9998
2026-04-12 17:31:39,Synthetic_high_corr_p187,187,73,0.9580,0.9998
2026-04-12 17:31:41,Synthetic_high_corr_p195,195,98,1.7007,0.9999
2026-04-12 17:31:41,Synthetic_high_corr_p195,195,49,0.4850,0.9996
2026-04-12 17:31:42,Synthetic_high_corr_p195,195,73,0.9720,0.9998
2026-04-12 17:31:44,Synthetic_high_corr_p203,203,102,1.9154,0.9999
2026-04-12 17:31:44,Synthetic_high_corr_p203,203,51,0.5224,0.9996
2026-04-12 17:31:45,Synthetic_high_corr_p203,203,76,1.0993,0.9998
2026-04-12 17:31:46,Synthetic_high_corr_p203,203,63,0.7510,0.9998
2026-04-12 17:31:47,Synthetic_high_corr_p203,203,69,0.9015,0.9998
2026-04-12 17:31:48,Synthetic_high_corr_p203,203,72,0.9899,0.9998
2026-04-12 17:31:50,Synthetic_high_corr_p211,211,106,2.1162,0.9999
2026-04-12 17:31:50,Synthetic_high_corr_p211,211,53,0.5645,0.9996
2026-04-12 17:31:51,Synthetic_high_corr_p211,211,79,1.2059,0.9999
2026-04-12 17:31:52,Synthetic_high_corr_p211,211,66,0.8487,0.9997
2026-04-12 17:31:53,Synthetic_high_corr_p211,211,72,1.0050,0.9998
2026-04-12 17:31:55,Synthetic_high_corr_p218,218,109,2.2972,0.9999
2026-04-12 17:31:56,Synthetic_high_corr_p218,218,54,0.6005,0.9997
2026-04-12 17:31:57,Synthetic_high_corr_p218,218,81,1.2950,0.9998
2026-04-12 17:31:58,Synthetic_high_corr_p218,218,67,0.9020,0.9998
2026-04-12 17:31:59,Synthetic_high_corr_p218,218,74,1.0932,0.9998
2026-04-12 17:32:00,Synthetic_high_corr_p218,218,70,0.9629,0.9998
2026-04-12 17:32:02,Synthetic_high_corr_p226,226,113,2.4691,0.9999
2026-04-12 17:32:02,Synthetic_high_corr_p226,226,56,0.6526,0.9996
2026-04-12 17:32:04,Synthetic_high_corr_p226,226,84,1.3867,0.9998
2026-04-12 17:32:05,Synthetic_high_corr_p226,226,70,0.9712,0.9997
2026-04-12 17:32:07,Synthetic_high_corr_p234,234,117,2.7244,0.9999
2026-04-12 17:32:08,Synthetic_high_corr_p234,234,58,0.6764,0.9996
2026-04-12 17:32:09,Synthetic_high_corr_p234,234,87,1.4905,0.9998
2026-04-12 17:32:10,Synthetic_high_corr_p234,234,72,1.0285,0.9997
2026-04-12 17:32:12,Synthetic_high_corr_p242,242,121,2.9390,0.9999
2026-04-12 17:32:13,Synthetic_high_corr_p242,242,60,0.7325,0.9996
2026-04-12 17:32:15,Synthetic_high_corr_p242,242,90,1.6316,0.9999
2026-04-12 17:32:16,Synthetic_high_corr_p242,242,75,1.1399,0.9998
2026-04-12 17:32:17,Synthetic_high_corr_p242,242,67,0.8984,0.9997
2026-04-12 17:32:18,Synthetic_high_corr_p242,242,71,1.0112,0.9998
2026-04-12 17:32:20,Synthetic_high_corr_p250,250,125,3.2065,0.9999
2026-04-12 17:32:21,Synthetic_high_corr_p250,250,62,0.7906,0.9996
2026-04-12 17:32:23,Synthetic_high_corr_p250,250,93,1.7744,0.9998
2026-04-12 17:32:24,Synthetic_high_corr_p250,250,77,1.2195,0.9998
2026-04-12 17:32:25,Synthetic_high_corr_p250,250,69,0.9609,0.9997
2026-04-12 17:32:25,Synthetic_high_corr_p25,25,13,0.0497,0.9994
2026-04-12 17:32:26,Synthetic_high_corr_p25,25,19,0.0456,0.9995
2026-04-12 17:32:26,Synthetic_high_corr_p25,25,22,0.0434,0.9996
2026-04-12 17:32:26,Synthetic_high_corr_p25,25,24,0.0398,1.0000
2026-04-12 17:32:26,Synthetic_high_corr_p25,25,25,0.0389,1.0000
2026-04-12 17:32:26,Synthetic_high_corr_p32,32,16,0.0667,0.9998
2026-04-12 17:32:26,Synthetic_high_corr_p32,32,24,0.0634,1.0000
2026-04-12 17:32:26,Synthetic_high_corr_p32,32,28,0.0607,1.0000
2026-04-12 17:32:26,Synthetic_high_corr_p32,32,30,0.0572,1.0000
2026-04-12 17:32:27,Synthetic_high_corr_p32,32,31,0.0567,1.0000
2026-04-12 17:32:27,Synthetic_high_corr_p32,32,32,0.0557,1.0000
2026-04-12 17:32:27,Synthetic_high_corr_p40,40,20,0.0878,0.9998
2026-04-12 17:32:27,Synthetic_high_corr_p40,40,30,0.0871,1.0000
2026-04-12 17:32:27,Synthetic_high_corr_p40,40,35,0.0820,1.0000
2026-04-12 17:32:27,Synthetic_high_corr_p40,40,38,0.0796,1.0000
2026-04-12 17:32:28,Synthetic_high_corr_p40,40,39,0.0773,1.0000
2026-04-12 17:32:28,Synthetic_high_corr_p40,40,40,0.0766,1.0000
2026-04-12 17:32:28,Synthetic_high_corr_p48,48,24,0.1114,1.0000
2026-04-12 17:32:28,Synthetic_high_corr_p48,48,36,0.1146,1.0000
2026-04-12 17:32:28,Synthetic_high_corr_p48,48,42,0.1084,1.0000
2026-04-12 17:32:29,Synthetic_high_corr_p48,48,45,0.1016,1.0000
2026-04-12 17:32:29,Synthetic_high_corr_p48,48,47,0.1020,1.0000
2026-04-12 17:32:29,Synthetic_high_corr_p48,48,48,0.0996,1.0000
