Timestamp,Dataset,p,Experiment,k,Steps,Samples,Alpha,Greedy_Obj,FW_Obj,Ratio,Greedy_Time_s,FW_Time_s,Speedup_x,Status
2026-01-28 18:16:28,Secom,478,compare_k239_a0.1_m50_block_1,239,4780,50,0.1000,473.2312,472.7151,0.9989,19.0049,7.1603,2.6542,DONE
2026-01-28 18:16:31,Secom,478,compare_k4_a0.1_m100_block_1,4,1000,100,0.1000,61.8287,61.2527,0.9907,0.0207,1.8547,0.0111,DONE
2026-01-28 18:16:34,Secom,478,compare_k47_a0.1_m100_block_1,47,1000,100,0.1000,264.4359,259.6689,0.9820,0.5630,1.8637,0.3021,DONE
2026-01-28 18:16:40,Secom,478,compare_k95_a0.1_m100_block_1,95,1900,100,0.1000,375.7530,368.7108,0.9813,2.3517,3.5463,0.6631,DONE
2026-01-28 18:16:51,Secom,478,compare_k143_a0.1_m100_block_1,143,2860,100,0.1000,429.4074,425.8015,0.9916,5.9113,5.3078,1.1137,DONE
2026-01-28 18:17:19,Secom,478,compare_k239_a0.1_m100_block_1,239,4780,100,0.1000,473.2312,472.9280,0.9994,18.8390,8.9324,2.1091,DONE
2026-01-28 18:17:23,Secom,478,compare_k4_a0.1_m200_block_1,4,1000,200,0.1000,61.8287,44.3819,0.7178,0.0213,2.7147,0.0079,DONE
2026-01-28 18:17:27,Secom,478,compare_k47_a0.1_m200_block_1,47,1000,200,0.1000,264.4359,259.9761,0.9831,0.6085,2.7132,0.2243,DONE
2026-01-28 18:17:34,Secom,478,compare_k95_a0.1_m200_block_1,95,1900,200,0.1000,375.7530,369.3851,0.9831,2.3546,5.1994,0.4529,DONE
2026-01-28 18:17:48,Secom,478,compare_k143_a0.1_m200_block_1,143,2860,200,0.1000,429.4074,425.0671,0.9899,5.9147,7.7972,0.7586,DONE
2026-01-28 18:18:20,Secom,478,compare_k239_a0.1_m200_block_1,239,4780,200,0.1000,473.2312,472.5309,0.9985,18.9599,13.0686,1.4508,DONE
2026-01-28 18:18:23,Secom,478,compare_k4_a0.2_m20_block_1,4,1000,20,0.2000,61.8287,57.3453,0.9275,0.0202,1.1785,0.0171,DONE
2026-01-28 18:18:25,Secom,478,compare_k47_a0.2_m20_block_1,47,1000,20,0.2000,264.4359,259.5096,0.9814,0.5733,1.1737,0.4885,DONE
2026-01-28 18:18:30,Secom,478,compare_k95_a0.2_m20_block_1,95,1900,20,0.2000,375.7530,368.7833,0.9815,2.3598,2.2473,1.0501,DONE
2026-01-28 18:18:39,Secom,478,compare_k143_a0.2_m20_block_1,143,2860,20,0.2000,429.4074,426.5215,0.9933,5.9452,3.6145,1.6448,DONE
2026-01-28 18:19:04,Secom,478,compare_k239_a0.2_m20_block_1,239,4780,20,0.2000,473.2312,473.0800,0.9997,19.3532,5.8099,3.3311,DONE
2026-01-28 18:19:08,Secom,478,compare_k4_a0.2_m50_block_1,4,1000,50,0.2000,61.8287,56.1464,0.9081,0.0209,1.4422,0.0145,DONE
2026-01-28 18:19:10,Secom,478,compare_k47_a0.2_m50_block_1,47,1000,50,0.2000,264.4359,257.0258,0.9720,0.5771,1.4465,0.3989,DONE
2026-01-28 18:19:16,Secom,478,compare_k95_a0.2_m50_block_1,95,1900,50,0.2000,375.7530,370.6296,0.9864,2.3661,2.7647,0.8558,DONE
2026-01-28 18:19:26,Secom,478,compare_k143_a0.2_m50_block_1,143,2860,50,0.2000,429.4074,426.8846,0.9941,5.9344,4.1751,1.4214,DONE
2026-01-28 18:19:52,Secom,478,compare_k239_a0.2_m50_block_1,239,4780,50,0.2000,473.2312,472.6828,0.9988,19.0437,7.1115,2.6779,DONE
2026-01-28 18:19:55,Secom,478,compare_k4_a0.2_m100_block_1,4,1000,100,0.2000,61.8287,61.1935,0.9897,0.0209,1.8843,0.0111,DONE
2026-01-28 18:19:58,Secom,478,compare_k47_a0.2_m100_block_1,47,1000,100,0.2000,264.4359,257.1669,0.9725,0.5736,1.9039,0.3013,DONE
2026-01-28 18:20:04,Secom,478,compare_k95_a0.2_m100_block_1,95,1900,100,0.2000,375.7530,370.1490,0.9851,2.3659,3.5928,0.6585,DONE
2026-01-28 18:20:15,Secom,478,compare_k143_a0.2_m100_block_1,143,2860,100,0.2000,429.4074,426.0677,0.9922,5.9360,5.4018,1.0989,DONE
2026-01-28 18:20:43,Secom,478,compare_k239_a0.2_m100_block_1,239,4780,100,0.2000,473.2312,472.6249,0.9987,19.1555,9.0455,2.1177,DONE
2026-01-28 18:20:54,Secom,478,compare_k4_a0.2_m200_block_1,4,1000,200,0.2000,61.8287,60.5596,0.9795,0.0203,2.7536,0.0074,DONE
2026-01-28 18:20:57,Secom,478,compare_k47_a0.2_m200_block_1,47,1000,200,0.2000,264.4359,259.5457,0.9815,0.5918,2.7254,0.2171,DONE
2026-01-28 18:21:05,Secom,478,compare_k95_a0.2_m200_block_1,95,1900,200,0.2000,375.7530,368.4994,0.9807,2.3639,5.2178,0.4530,DONE
2026-01-28 18:21:18,Secom,478,compare_k143_a0.2_m200_block_1,143,2860,200,0.2000,429.4074,426.0902,0.9923,5.9761,7.8591,0.7604,DONE
2026-01-28 18:21:51,Secom,478,compare_k239_a0.2_m200_block_1,239,4780,200,0.2000,473.2312,472.7333,0.9989,19.1644,13.6525,1.4037,DONE
2026-01-28 18:21:53,Arrhythmia,262,compare_k2_a0.1_m20_block_1,2,1000,20,0.1000,32.4524,28.9500,0.8921,0.0065,0.4308,0.0150,DONE
2026-01-28 18:21:54,Arrhythmia,262,compare_k26_a0.1_m20_block_1,26,1000,20,0.1000,141.5791,136.1912,0.9619,0.1125,0.4357,0.2582,DONE
2026-01-28 18:21:54,Arrhythmia,262,compare_k52_a0.1_m20_block_1,52,1040,20,0.1000,188.6110,184.0640,0.9759,0.3477,0.4483,0.7755,DONE
2026-01-28 18:21:56,Arrhythmia,262,compare_k78_a0.1_m20_block_1,78,1560,20,0.1000,217.1170,214.8776,0.9897,0.7630,0.6670,1.1438,DONE
2026-01-28 18:21:59,Arrhythmia,262,compare_k131_a0.1_m20_block_1,131,2620,20,0.1000,249.8098,249.7708,0.9998,2.1459,1.1367,1.8878,DONE
2026-01-28 18:22:01,Arrhythmia,262,compare_k2_a0.1_m50_block_1,2,1000,50,0.1000,32.4524,30.4343,0.9378,0.0056,0.6098,0.0091,DONE
2026-01-28 18:22:01,Arrhythmia,262,compare_k26_a0.1_m50_block_1,26,1000,50,0.1000,141.5791,135.4612,0.9568,0.1104,0.6063,0.1820,DONE
2026-01-28 18:22:02,Arrhythmia,262,compare_k52_a0.1_m50_block_1,52,1040,50,0.1000,188.6110,184.5743,0.9786,0.3467,0.6324,0.5483,DONE
2026-01-28 18:22:04,Arrhythmia,262,compare_k78_a0.1_m50_block_1,78,1560,50,0.1000,217.1170,214.5323,0.9881,0.7570,0.9442,0.8017,DONE
2026-01-28 18:22:08,Arrhythmia,262,compare_k131_a0.1_m50_block_1,131,2620,50,0.1000,249.8098,249.5572,0.9990,2.1255,1.5861,1.3401,DONE
2026-01-28 18:22:10,Arrhythmia,262,compare_k2_a0.1_m100_block_1,2,1000,100,0.1000,32.4524,30.2138,0.9310,0.0098,0.9115,0.0107,DONE
2026-01-28 18:22:11,Arrhythmia,262,compare_k26_a0.1_m100_block_1,26,1000,100,0.1000,141.5791,134.4093,0.9494,0.1110,0.9124,0.1217,DONE
2026-01-28 18:22:12,Arrhythmia,262,compare_k52_a0.1_m100_block_1,52,1040,100,0.1000,188.6110,183.8149,0.9746,0.3504,0.9518,0.3681,DONE
2026-01-28 18:22:14,Arrhythmia,262,compare_k78_a0.1_m100_block_1,78,1560,100,0.1000,217.1170,215.2536,0.9914,0.7807,1.4338,0.5445,DONE
2026-01-28 18:22:19,Arrhythmia,262,compare_k131_a0.1_m100_block_1,131,2620,100,0.1000,249.8098,249.4850,0.9987,2.1366,2.3752,0.8995,DONE
2026-01-28 18:22:21,Arrhythmia,262,compare_k2_a0.1_m200_block_1,2,1000,200,0.1000,32.4524,29.6561,0.9138,0.0095,1.5377,0.0062,DONE
2026-01-28 18:22:23,Arrhythmia,262,compare_k26_a0.1_m200_block_1,26,1000,200,0.1000,141.5791,134.9995,0.9535,0.1150,1.5252,0.0754,DONE
2026-01-28 18:22:25,Arrhythmia,262,compare_k52_a0.1_m200_block_1,52,1040,200,0.1000,188.6110,185.1523,0.9817,0.3514,1.5719,0.2235,DONE
2026-01-28 18:22:28,Arrhythmia,262,compare_k78_a0.1_m200_block_1,78,1560,200,0.1000,217.1170,215.0828,0.9906,0.7576,2.3896,0.3171,DONE
2026-01-28 18:22:34,Arrhythmia,262,compare_k131_a0.1_m200_block_1,131,2620,200,0.1000,249.8098,249.3529,0.9982,2.1296,3.9395,0.5406,DONE
2026-01-28 18:22:37,Arrhythmia,262,compare_k2_a0.2_m20_block_1,2,1000,20,0.2000,32.4524,28.2963,0.8719,0.0062,0.4207,0.0149,DONE
2026-01-28 18:22:38,Arrhythmia,262,compare_k26_a0.2_m20_block_1,26,1000,20,0.2000,141.5791,137.5435,0.9715,0.1091,0.4227,0.2581,DONE
2026-01-28 18:22:38,Arrhythmia,262,compare_k52_a0.2_m20_block_1,52,1040,20,0.2000,188.6110,184.2716,0.9770,0.3428,0.4420,0.7756,DONE
