experiment_name,k,steps,samples,alpha,g_obj,fw_obj,g_time,fw_time,dataset_name,p,ratio,speedupx
sniper_k70_a0.2_m50,70,1400,50,0.2,493.6769316158314,492.8510702504104,3.430248260498047,12.193837404251099,synthetic_high_corr,500,0.998327121822934,0.2813099885440633
sniper_k75_a0.2_m50,75,1500,50,0.2,493.8601841761864,492.9436281045855,4.071633577346802,13.3910493850708,synthetic_high_corr,500,0.9981440980646581,0.3040563484058329
sniper_k80_a0.2_m50,80,1600,50,0.2,494.0390786735288,492.90285889244944,4.698825359344482,14.240175485610962,synthetic_high_corr,500,0.9977001418913458,0.3299696246083785
sniper_k85_a0.2_m50,85,1700,50,0.2,494.18614829176124,493.4170423960896,5.460781097412109,14.834065675735474,synthetic_high_corr,500,0.9984436919198764,0.3681243710781511
sniper_k90_a0.2_m50,90,1800,50,0.2,494.32643611453767,493.62645409617767,6.231765985488892,15.888446807861328,synthetic_high_corr,500,0.9985839680680201,0.3922199608841263
sniper_k95_a0.2_m50,95,1900,50,0.2,494.4637991248335,493.80745464587767,7.156608581542969,16.763108491897583,synthetic_high_corr,500,0.9986726136875591,0.4269261029362246
sniper_k100_a0.2_m50,100,2000,50,0.2,494.59705441480133,493.84665648320043,8.220054149627686,17.664960384368896,synthetic_high_corr,500,0.9984828095418223,0.4653310265502391
sniper_k105_a0.2_m50,105,2100,50,0.2,494.71897176997163,494.07540119987135,9.420875072479248,18.036192655563354,synthetic_high_corr,500,0.9986991188799618,0.5223316945205357
sniper_k110_a0.2_m50,110,2200,50,0.2,494.83488991359843,494.36961953418194,10.653488874435425,19.42860198020935,synthetic_high_corr,500,0.999059746212524,0.5483404768540443
sniper_k115_a0.2_m50,115,2300,50,0.2,494.946981776478,494.5191310713234,12.169713735580444,20.633737564086914,synthetic_high_corr,500,0.9991355625533487,0.5897968653416369
sniper_k120_a0.2_m50,120,2400,50,0.2,495.0567457993128,494.3895022889118,13.726462602615356,20.620225191116333,synthetic_high_corr,500,0.9986521878227844,0.6656795682584995
sniper_k125_a0.2_m50,125,2500,50,0.2,495.1623277981943,494.55949936561416,15.463390827178955,21.483091115951538,synthetic_high_corr,500,0.9987825640224677,0.7197935689849186
sniper_k5_a0.2_m50,5,1000,50,0.2,54.412202788415044,52.741889733722154,0.08542966842651367,9.290404319763184,synthetic_toeplitz,500,0.9693026018228301,0.009195473682967902
sniper_k10_a0.2_m50,10,1000,50,0.2,105.87312695059138,101.29568234035493,0.17753100395202637,9.54205870628357,synthetic_toeplitz,500,0.9567648114108064,0.01860510497961199
sniper_k15_a0.2_m50,15,1000,50,0.2,154.54966589970306,147.2675944310904,0.29047608375549316,9.57991099357605,synthetic_toeplitz,500,0.9528819979893166,0.03032137604934703
sniper_k20_a0.2_m50,20,1000,50,0.2,196.66217621989938,191.7960025609711,0.4166100025177002,9.627921342849731,synthetic_toeplitz,500,0.9752561791369219,0.04327102265195588
sniper_k25_a0.2_m50,25,1000,50,0.2,231.36108075580788,227.52047117827956,0.5685575008392334,9.409130334854126,synthetic_toeplitz,500,0.9833999324130841,0.060426147859078204
sniper_k30_a0.2_m50,30,1000,50,0.2,262.1713798950367,259.59843173992704,0.7400507926940918,9.435421466827393,synthetic_toeplitz,500,0.9901860067405536,0.07843325232433201
sniper_k34_a0.2_m50,34,1000,50,0.2,283.91256238541536,279.7790886563132,0.8892419338226318,9.381907939910889,synthetic_toeplitz,500,0.9854410326391585,0.0947826326497804
sniper_k40_a0.2_m50,40,1000,50,0.2,308.55276849201437,306.37109686271674,1.1578869819641113,9.245860576629639,synthetic_toeplitz,500,0.9929293402876919,0.12523301345153875
sniper_k45_a0.2_m50,45,1000,50,0.2,325.82634729818426,323.8463580505074,1.4179844856262207,9.311187982559204,synthetic_toeplitz,500,0.9939231763665052,0.15228824595553747
sniper_k49_a0.2_m50,49,1000,50,0.2,338.06792356575824,339.57248814699403,1.6505343914031982,9.281758785247803,synthetic_toeplitz,500,1.0044504801442458,0.1778256071496403
sniper_k55_a0.2_m50,55,1100,50,0.2,355.31231149454163,352.2568731948731,2.072571277618408,10.20181155204773,synthetic_toeplitz,500,0.9914006967931493,0.2031571811579285
sniper_k60_a0.2_m50,60,1200,50,0.2,367.55478722146813,365.02078761988105,2.492337226867676,11.11651062965393,synthetic_toeplitz,500,0.9931057907836193,0.22420139825344323
sniper_k65_a0.2_m50,65,1300,50,0.2,377.9865390043737,376.6746985335465,2.952010154724121,12.034045934677124,synthetic_toeplitz,500,0.9965293989720306,0.24530487674287943
sniper_k70_a0.2_m50,70,1400,50,0.2,386.9180939596766,386.3978991472741,3.4494354724884033,12.844664096832275,synthetic_toeplitz,500,0.998655542812488,0.2685500723478706
sniper_k75_a0.2_m50,75,1500,50,0.2,394.3846828333333,392.80648768176707,4.036107063293457,13.871232986450195,synthetic_toeplitz,500,0.9959983355838564,0.29096959637517716
sniper_k80_a0.2_m50,80,1600,50,0.2,400.6509149894195,400.6694893638179,4.702485799789429,14.710689544677734,synthetic_toeplitz,500,1.0000463604941445,0.3196645395518369
sniper_k85_a0.2_m50,85,1700,50,0.2,406.36894345813084,406.75321908197265,5.433084726333618,15.601080179214478,synthetic_toeplitz,500,1.0009456323619903,0.34825054829037977
sniper_k90_a0.2_m50,90,1800,50,0.2,411.7689572026256,412.03250883673087,6.269138336181641,16.60003972053528,synthetic_toeplitz,500,1.0006400473602861,0.37765803225315947
sniper_k95_a0.2_m50,95,1900,50,0.2,416.9846394180589,416.6864624141527,7.178536891937256,17.622621297836304,synthetic_toeplitz,500,0.9992849208922363,0.40734784971056676
sniper_k100_a0.2_m50,100,2000,50,0.2,421.89739519277543,422.333836277077,8.229939222335815,18.491262912750244,synthetic_toeplitz,500,1.0010344720997915,0.4450717758526402
sniper_k105_a0.2_m50,105,2100,50,0.2,426.25884040996107,425.942020220943,9.395414590835571,19.476933240890503,synthetic_toeplitz,500,0.9992567422444227,0.48238675332677805
sniper_k110_a0.2_m50,110,2200,50,0.2,430.3003091249294,430.351400540514,10.748281478881836,20.262609004974365,synthetic_toeplitz,500,1.0001187343222888,0.5304490392250667
sniper_k115_a0.2_m50,115,2300,50,0.2,434.2039692646439,433.32018362238944,12.1660897731781,21.19091510772705,synthetic_toeplitz,500,0.997964584147512,0.5741181875029956
sniper_k120_a0.2_m50,120,2400,50,0.2,437.60528531026625,437.15142671387923,13.715963125228882,21.967095136642456,synthetic_toeplitz,500,0.9989628585128599,0.6243867493590365
sniper_k125_a0.2_m50,125,2500,50,0.2,440.6949115132779,440.25535972652665,15.474408149719238,22.449279308319092,synthetic_toeplitz,500,0.9990025939141393,0.6893053419307249
